Unnamed: 0,userId,movieId,rating,timestamp
0.0,436.0,380.0,3.0,833529409.0
1.0,436.0,592.0,3.0,833529409.0
2.0,436.0,150.0,4.0,833529409.0
3.0,436.0,588.0,3.0,833529489.0
4.0,436.0,344.0,1.0,833529489.0
5.0,436.0,349.0,3.0,833529489.0
6.0,436.0,165.0,3.0,833529489.0
7.0,436.0,316.0,2.0,833529522.0
8.0,436.0,318.0,4.0,833529522.0
9.0,436.0,595.0,3.0,833529522.0
10.0,436.0,231.0,1.0,833529522.0
11.0,436.0,434.0,3.0,833529549.0
12.0,436.0,292.0,3.0,833529549.0
13.0,436.0,339.0,3.0,833529549.0
14.0,436.0,161.0,4.0,833529549.0
15.0,436.0,1.0,4.0,833529571.0
16.0,436.0,410.0,3.0,833529596.0
17.0,436.0,593.0,3.0,833529621.0
18.0,436.0,317.0,3.0,833529621.0
19.0,436.0,34.0,5.0,833529621.0
20.0,436.0,457.0,5.0,833529639.0
21.0,436.0,420.0,3.0,833529639.0
22.0,436.0,432.0,3.0,833529660.0
23.0,436.0,435.0,3.0,833529660.0
24.0,436.0,315.0,3.0,833529680.0
25.0,436.0,235.0,3.0,833529729.0
26.0,436.0,293.0,3.0,833529729.0
27.0,436.0,261.0,3.0,833529750.0
28.0,436.0,2.0,4.0,833529751.0
29.0,436.0,204.0,3.0,833529751.0
30.0,436.0,364.0,4.0,833529775.0
31.0,436.0,158.0,3.0,833529775.0
32.0,436.0,454.0,3.0,833529775.0
33.0,436.0,367.0,3.0,833529797.0
34.0,436.0,333.0,3.0,833529821.0
35.0,436.0,48.0,4.0,833529821.0
36.0,436.0,276.0,2.0,833529846.0
37.0,436.0,440.0,4.0,833529863.0
38.0,436.0,227.0,3.0,833529889.0
39.0,436.0,350.0,4.0,833529906.0
40.0,436.0,442.0,3.0,833529948.0
41.0,436.0,145.0,3.0,833529977.0
42.0,436.0,234.0,1.0,833529977.0
43.0,436.0,203.0,3.0,833529977.0
44.0,436.0,551.0,4.0,833529993.0
45.0,436.0,413.0,2.0,833530019.0
46.0,436.0,257.0,3.0,833530019.0
47.0,436.0,303.0,3.0,833530047.0
48.0,436.0,60.0,3.0,833530067.0
49.0,436.0,248.0,3.0,833530089.0
50.0,436.0,585.0,3.0,833530089.0
51.0,436.0,169.0,3.0,833530110.0
52.0,436.0,355.0,3.0,833530134.0
53.0,436.0,356.0,4.0,833530134.0
54.0,436.0,480.0,3.0,833530187.0
55.0,436.0,471.0,3.0,833530187.0
56.0,436.0,437.0,3.0,833530204.0
57.0,436.0,589.0,4.0,833530204.0
58.0,436.0,720.0,5.0,833530232.0
59.0,436.0,377.0,4.0,833530232.0
60.0,436.0,376.0,3.0,833530232.0
61.0,436.0,527.0,5.0,833530252.0
62.0,436.0,262.0,4.0,833530252.0
63.0,436.0,174.0,2.0,833530268.0
64.0,436.0,371.0,3.0,833530285.0
65.0,436.0,500.0,4.0,833530300.0
66.0,436.0,239.0,3.0,833530319.0
67.0,436.0,362.0,3.0,833530341.0
68.0,436.0,539.0,3.0,833530341.0
69.0,436.0,474.0,4.0,833530400.0
70.0,436.0,597.0,3.0,833530423.0
71.0,436.0,274.0,3.0,833530423.0
72.0,436.0,415.0,3.0,833530448.0
73.0,436.0,531.0,4.0,833530448.0
74.0,436.0,587.0,4.0,833530470.0
75.0,436.0,508.0,4.0,833530470.0
76.0,436.0,586.0,4.0,833530512.0
77.0,436.0,421.0,4.0,833530513.0
78.0,436.0,502.0,3.0,833530553.0
79.0,436.0,497.0,4.0,833530553.0
80.0,436.0,258.0,3.0,833530575.0
81.0,436.0,370.0,2.0,833530619.0
82.0,436.0,368.0,3.0,833530619.0
83.0,436.0,485.0,3.0,833530619.0
84.0,436.0,466.0,2.0,833530685.0
85.0,436.0,594.0,4.0,833530707.0
86.0,436.0,575.0,3.0,833530760.0
87.0,436.0,418.0,3.0,833530760.0
88.0,436.0,8.0,3.0,833530760.0
89.0,436.0,250.0,3.0,833530780.0
90.0,436.0,433.0,3.0,833530862.0
91.0,436.0,455.0,3.0,833530902.0
92.0,436.0,532.0,3.0,833530902.0
93.0,436.0,419.0,3.0,833530920.0
94.0,436.0,519.0,1.0,833530939.0
95.0,436.0,374.0,3.0,833531023.0
96.0,436.0,361.0,3.0,833531039.0
97.0,436.0,596.0,4.0,833531134.0
98.0,436.0,542.0,3.0,833531230.0
99.0,436.0,516.0,3.0,833531283.0
100.0,436.0,450.0,3.0,833531474.0
101.0,436.0,460.0,3.0,833531495.0
102.0,436.0,505.0,3.0,833531558.0
103.0,436.0,569.0,3.0,833531697.0
104.0,436.0,536.0,3.0,833531946.0
105.0,436.0,568.0,4.0,833532043.0
106.0,314.0,380.0,2.0,834241286.0
107.0,314.0,590.0,2.0,834241286.0
108.0,314.0,592.0,3.0,834241286.0
109.0,314.0,296.0,1.0,834241286.0
110.0,314.0,150.0,4.0,834241286.0
111.0,314.0,165.0,2.0,834241349.0
112.0,314.0,588.0,3.0,834241349.0
113.0,314.0,153.0,2.0,834241349.0
114.0,314.0,349.0,3.0,834241349.0
115.0,314.0,356.0,4.0,834241426.0
116.0,314.0,480.0,3.0,834241459.0
117.0,314.0,110.0,4.0,834241459.0
118.0,314.0,377.0,3.0,834241459.0
119.0,314.0,587.0,4.0,834241492.0
120.0,314.0,589.0,5.0,834241492.0
121.0,314.0,7.0,4.0,834241492.0
122.0,314.0,185.0,2.0,834241545.0
123.0,314.0,500.0,3.0,834241545.0
124.0,314.0,95.0,2.0,834241545.0
125.0,314.0,23.0,3.0,834241586.0
126.0,314.0,161.0,2.0,834241586.0
127.0,314.0,648.0,3.0,834241586.0
128.0,314.0,31.0,3.0,834241586.0
129.0,314.0,364.0,4.0,834241610.0
130.0,314.0,539.0,4.0,834241610.0
131.0,314.0,227.0,1.0,834241725.0
132.0,314.0,474.0,3.0,834241725.0
133.0,314.0,597.0,3.0,834241757.0
134.0,314.0,350.0,3.0,834241757.0
135.0,314.0,434.0,1.0,834241757.0
136.0,314.0,368.0,2.0,834241784.0
137.0,314.0,11.0,5.0,834241810.0
138.0,314.0,316.0,2.0,834241835.0
139.0,314.0,524.0,4.0,834241835.0
140.0,314.0,10.0,3.0,834241870.0
141.0,314.0,367.0,3.0,834241908.0
142.0,314.0,440.0,3.0,834241933.0
143.0,314.0,553.0,3.0,834241933.0
144.0,314.0,276.0,3.0,834241987.0
145.0,314.0,552.0,2.0,834241987.0
146.0,314.0,536.0,4.0,834241987.0
147.0,314.0,593.0,3.0,834242030.0
148.0,314.0,376.0,4.0,834242067.0
149.0,314.0,610.0,3.0,834242284.0
150.0,314.0,21.0,3.0,834398026.0
151.0,314.0,653.0,3.0,834398072.0
152.0,314.0,318.0,5.0,834398253.0
153.0,314.0,329.0,3.0,834398253.0
154.0,314.0,595.0,3.0,834398253.0
155.0,314.0,1.0,3.0,834398280.0
156.0,314.0,208.0,2.0,834398280.0
157.0,314.0,457.0,3.0,834398302.0
158.0,314.0,410.0,3.0,834398302.0
159.0,314.0,47.0,1.0,834398302.0
160.0,314.0,39.0,3.0,834398364.0
161.0,314.0,173.0,3.0,834398388.0
162.0,314.0,252.0,4.0,834398414.0
163.0,314.0,196.0,3.0,834398414.0
164.0,314.0,236.0,3.0,834398414.0
165.0,314.0,151.0,3.0,834398442.0
166.0,314.0,17.0,4.0,834398442.0
167.0,314.0,141.0,3.0,834398472.0
168.0,314.0,172.0,1.0,834398472.0
169.0,314.0,44.0,3.0,834398518.0
170.0,314.0,224.0,3.0,834398546.0
171.0,314.0,272.0,3.0,834398583.0
172.0,314.0,442.0,2.0,834398583.0
173.0,314.0,273.0,4.0,834398602.0
174.0,314.0,551.0,3.0,834398622.0
175.0,314.0,163.0,3.0,834398622.0
176.0,314.0,22.0,3.0,834398622.0
177.0,314.0,218.0,3.0,834398670.0
178.0,314.0,203.0,3.0,834398670.0
179.0,314.0,125.0,1.0,834398717.0
180.0,314.0,594.0,3.0,834398772.0
181.0,314.0,497.0,5.0,834398802.0
182.0,314.0,527.0,5.0,834398802.0
183.0,314.0,357.0,4.0,834398878.0
184.0,314.0,41.0,3.0,834398878.0
185.0,314.0,26.0,4.0,834398961.0
186.0,314.0,314.0,4.0,834399001.0
187.0,314.0,249.0,3.0,834399100.0
188.0,314.0,107.0,3.0,834428630.0
189.0,314.0,15.0,2.0,834428676.0
190.0,314.0,327.0,1.0,834428752.0
191.0,314.0,485.0,3.0,834428752.0
192.0,314.0,177.0,1.0,834428883.0
193.0,385.0,296.0,4.0,834691537.0
194.0,385.0,592.0,3.0,834691537.0
195.0,385.0,590.0,3.0,834691537.0
196.0,385.0,380.0,3.0,834691537.0
197.0,385.0,150.0,5.0,834691537.0
198.0,385.0,595.0,3.0,834691601.0
199.0,385.0,318.0,5.0,834691601.0
200.0,385.0,10.0,3.0,834691622.0
201.0,385.0,339.0,3.0,834691622.0
202.0,385.0,434.0,1.0,834691623.0
203.0,385.0,1.0,4.0,834691642.0
204.0,385.0,288.0,1.0,834691642.0
205.0,385.0,457.0,4.0,834691662.0
206.0,385.0,410.0,4.0,834691662.0
207.0,385.0,266.0,2.0,834691694.0
